,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
351,351,castform,3,Normal,,139,139,172,1632,147,0.3,0.8,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/351-11.png,"Castform (Normal) is a Normal Pokémon. It is vulnerable to Fighting moves. Castform's strongest moveset is Tackle & Weather Ball and it has a Max CP of 1,632.",Castform's appearance changes with the weather. This Pokémon gained the ability to use the vast power of nature to protect its tiny body.,False
352,352,kecleon,3,Normal,,161,189,155,2047,134,0.99,22.0,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/352-00.png,"Kecleon is an unobtainable Normal Pokémon. It is vulnerable to Fighting moves. Kecleon's strongest moveset is Lick & Foul Play and it has a Max CP of 2,047.",Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception—this Pokémon can't change the zigzag pattern on its belly.,False
353,353,shuppet,3,Ghost,,138,65,127,1018,112,0.61,2.3,40.0,10.0,3,https://images.gameinfo.io/pokemon/256/353-00.png,"Shuppet is a Ghost Pokémon. It is vulnerable to Dark and Ghost moves. Shuppet's strongest moveset is Feint Attack & Return and it has a Max CP of 1,018. Shuppet evolves into Banette.","Shuppet is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this Pokémon will appear in a swarm and line up beneath the eaves of that person's home.",False
354,354,banette,3,Ghost,,218,126,162,2298,139,1.09,12.5,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/354-00.png,"Banette is a Ghost Pokémon which evolves from Shuppet. It is vulnerable to Dark and Ghost moves. Banette's strongest moveset is Shadow Claw & Shadow Ball and it has a Max CP of 2,298.",Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away.,False
355,355,duskull,3,Ghost,,70,162,85,706,79,0.79,15.0,40.0,10.0,3,https://images.gameinfo.io/pokemon/256/355-00.png,Duskull is a Ghost Pokémon. It is vulnerable to Dark and Ghost moves. Duskull's strongest moveset is Hex & Return and it has a Max CP of 706. Duskull evolves into Dusclops.,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn.",False
356,356,dusclops,3,Ghost,,124,234,120,1591,106,1.6,30.6,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/356-00.png,"Dusclops is a Ghost Pokémon which evolves from Duskull. It is vulnerable to Dark and Ghost moves. Dusclops's strongest moveset is Hex & Return and it has a Max CP of 1,591. Dusclops evolves into Dusknoir.","Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out.",False
357,357,tropius,3,Grass,Flying,136,163,223,1941,188,2.01,100.0,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/357-00.png,"Tropius is a Grass & Flying Pokémon. It is vulnerable to Ice, Fire, Flying, Poison and Rock moves. Tropius's strongest moveset is Razor Leaf & Leaf Blade and it has a Max CP of 1,941.","The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",False
358,358,chimecho,3,Psychic,,175,170,181,2259,154,0.61,1.0,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/358-00.png,"Chimecho is a Psychic Pokémon which evolves from Chingling. It is vulnerable to Bug, Dark and Ghost moves. Chimecho's strongest moveset is Extrasensory & Shadow Ball and it has a Max CP of 2,259.","Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",False
359,359,absol,3,Dark,,246,120,163,2526,140,1.19,47.0,50.0,10.0,5,https://images.gameinfo.io/pokemon/256/359-00.png,"Absol is a Dark Pokémon. It is vulnerable to Fairy, Fighting and Bug moves. Absol's strongest moveset is Snarl & Dark Pulse and it has a Max CP of 2,526.","Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon.",False
360,361,snorunt,3,Ice,,95,95,137,888,120,0.71,16.8,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/361-00.png,"Snorunt is an Ice Pokémon. It is vulnerable to Fire, Fighting, Rock and Steel moves. Snorunt's strongest moveset is Powder Snow & Avalanche and it has a Max CP of 888. Snorunt evolves into Glalie, Froslass.","Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokémon steals away to live quietly among stalactites and stalagmites deep in caverns.",False
361,362,glalie,3,Ice,,162,162,190,2105,162,1.5,256.5,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/362-00.png,"Glalie is an Ice Pokémon which evolves from Snorunt. It is vulnerable to Fire, Fighting, Rock and Steel moves. Glalie's strongest moveset is Frost Breath & Avalanche and it has a Max CP of 2,105.","Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires.",False
362,363,spheal,3,Ice,Water,95,90,172,962,147,0.79,39.5,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/363-00.png,"Spheal is an Ice & Water Pokémon. It is vulnerable to Fighting, Rock, Electric and Grass moves. Spheal's strongest moveset is Water Gun & Aurora Beam and it has a Max CP of 962. Spheal evolves into Sealeo.","Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",False
363,364,sealeo,3,Ice,Water,137,132,207,1714,175,1.09,87.6,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/364-00.png,"Sealeo is an Ice & Water Pokémon which evolves from Spheal. It is vulnerable to Fighting, Rock, Electric and Grass moves. Sealeo's strongest moveset is Water Gun & Aurora Beam and it has a Max CP of 1,714. Sealeo evolves into Walrein.",Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose.,False
364,365,walrein,3,Ice,Water,182,176,242,2726,203,1.4,150.6,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/365-00.png,"Walrein is an Ice & Water Pokémon which evolves from Sealeo. It is vulnerable to Fighting, Rock, Electric and Grass moves. Walrein's strongest moveset is Waterfall & Blizzard and it has a Max CP of 2,726.",Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon's thick coat of blubber insulates it from subzero temperatures.,False
365,366,clamperl,3,Water,,133,135,111,1270,99,0.41,52.5,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/366-00.png,"Clamperl is an unobtainable Water Pokémon. It is vulnerable to Grass and Electric moves. Clamperl's strongest moveset is Water Gun & Ice Beam and it has a Max CP of 1,270. Clamperl evolves into Huntail, Gorebyss.",Clamperl's sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over.,False
366,367,huntail,3,Water,,197,179,146,2340,127,1.7,27.0,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/367-00.png,"Huntail is an unobtainable Water Pokémon which evolves from Clamperl. It is vulnerable to Grass and Electric moves. Huntail's strongest moveset is Water Gun & Aqua Tail and it has a Max CP of 2,340.",Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon's eyes can see clearly even in the murky dark depths of the ocean.,False
367,368,gorebyss,3,Water,,211,179,146,2494,127,1.8,22.6,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/368-00.png,"Gorebyss is an unobtainable Water Pokémon which evolves from Clamperl. It is vulnerable to Grass and Electric moves. Gorebyss's strongest moveset is Water Gun & Psychic and it has a Max CP of 2,494.","Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon's body is unharmed by ordinary attacks.",False
368,369,relicanth,3,Water,Rock,162,203,225,2528,189,0.99,23.4,90.0,1.0,5,https://images.gameinfo.io/pokemon/256/369-00.png,"Relicanth is a regional Water & Rock Pokémon. It is vulnerable to Grass, Ground, Fighting and Electric moves. Relicanth's strongest moveset is Water Gun & Hydro Pump and it has a Max CP of 2,528. This Pokémon is only found in New Zealand and the surrounding islands.",Relicanth is a Pokémon species that existed for a hundred million years without ever changing its form. This ancient Pokémon feeds on microscopic organisms with its toothless mouth.,False
369,370,luvdisc,3,Water,,81,128,125,848,110,0.61,8.7,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/370-00.png,Luvdisc is a Water Pokémon. It is vulnerable to Grass and Electric moves. Luvdisc's strongest moveset is Water Gun & Water Pulse and it has a Max CP of 848.,Luvdisc live in shallow seas in the tropics. This heart-shaped Pokémon earned its name by swimming after loving couples it spotted in the ocean's waves.,False
370,371,bagon,3,Dragon,,134,93,128,1156,113,0.61,42.1,40.0,9.0,5,https://images.gameinfo.io/pokemon/256/371-00.png,"Bagon is a Dragon Pokémon. It is vulnerable to Fairy, Dragon and Ice moves. Bagon's strongest moveset is Bite & Return and it has a Max CP of 1,156. Bagon evolves into Shelgon.","Bagon has a dream of one day soaring in the sky. In doomed efforts to fly, this Pokémon hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel.",False
371,372,shelgon,3,Dragon,,172,155,163,2031,140,1.09,110.5,10.0,6.0,5,https://images.gameinfo.io/pokemon/256/372-00.png,"Shelgon is a Dragon Pokémon which evolves from Bagon. It is vulnerable to Fairy, Dragon and Ice moves. Shelgon's strongest moveset is Dragon Breath & Dragon Pulse and it has a Max CP of 2,031. Shelgon evolves into Salamence.","Inside Shelgon's armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon's shell is extremely heavy, making its movements sluggish.",False
372,373,salamence,3,Dragon,Flying,277,168,216,3749,182,1.5,102.6,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/373-00.png,"Salamence is a Dragon & Flying Pokémon which evolves from Shelgon. It is vulnerable to Ice, Fairy, Dragon and Rock moves. Salamence's strongest moveset is Dragon Tail & Draco Meteor and it has a Max CP of 3,749.","Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings.",False
373,374,beldum,3,Steel,Psychic,96,132,120,976,106,0.61,95.2,40.0,9.0,5,https://images.gameinfo.io/pokemon/256/374-00.png,"Beldum is a Steel & Psychic Pokémon. It is vulnerable to Fire, Dark, Ground and Ghost moves. Beldum's strongest moveset is Take Down & Struggle and it has a Max CP of 976. Beldum evolves into Metang.","Instead of blood, a powerful magnetic force courses throughout Beldum's body. This Pokémon communicates with others by sending controlled pulses of magnetism.",False
374,375,metang,3,Steel,Psychic,138,176,155,1721,134,1.19,202.5,10.0,6.0,5,https://images.gameinfo.io/pokemon/256/375-00.png,"Metang is a Steel & Psychic Pokémon which evolves from Beldum. It is vulnerable to Fire, Dark, Ground and Ghost moves. Metang's strongest moveset is Metal Claw & Psychic and it has a Max CP of 1,721. Metang evolves into Metagross.","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power.",False
375,376,metagross,3,Steel,Psychic,257,228,190,3791,162,1.6,550.0,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/376-00.png,"Metagross is a Steel & Psychic Pokémon which evolves from Metang. It is vulnerable to Fire, Dark, Ground and Ghost moves. Metagross's strongest moveset is Bullet Punch & Meteor Mash and it has a Max CP of 3,791.","Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs.",False
376,377,regirock,3,Rock,,179,309,190,3122,162,1.7,230.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/377-00.png,"Regirock is an unobtainable legendary Rock Pokémon. It is vulnerable to Steel, Ground, Fighting, Water and Grass moves. Regirock's strongest moveset is Rock Throw & Stone Edge and it has a Max CP of 3,122.","Regirock was sealed away by people long ago. If this Pokémon's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.",True
377,378,regice,3,Ice,,179,309,190,3122,162,1.8,175.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/378-00.png,"Regice is a legendary Ice Pokémon. It is vulnerable to Fire, Fighting, Rock and Steel moves. Regice's strongest moveset is Lock-On & Blizzard and it has a Max CP of 3,122.","Regice's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit.",True
378,379,registeel,3,Steel,,143,285,190,2447,162,1.91,205.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/379-00.png,"Registeel is a legendary Steel Pokémon. It is vulnerable to Fire, Ground and Fighting moves. Registeel's strongest moveset is Metal Claw & Hyper Beam and it has a Max CP of 2,447.",Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats.,True
379,380,latias,3,Dragon,Psychic,228,246,190,3510,162,1.4,40.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/380-00.png,"Latias is a legendary Dragon & Psychic Pokémon. It is vulnerable to Fairy, Ghost, Dark, Dragon, Ice and Bug moves. Latias's strongest moveset is Dragon Breath & Outrage and it has a Max CP of 3,510.","Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.",True
380,381,latios,3,Dragon,Psychic,268,212,190,3812,162,2.01,60.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/381-00.png,"Latios is a legendary Dragon & Psychic Pokémon. It is vulnerable to Fairy, Ghost, Dark, Dragon, Ice and Bug moves. Latios's strongest moveset is Dragon Breath & Psychic and it has a Max CP of 3,812.",Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.,True
381,382,kyogre,3,Water,,270,228,205,4115,173,4.5,352.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/382-00.png,"Kyogre is a legendary Water Pokémon. It is vulnerable to Grass and Electric moves. Kyogre's strongest moveset is Waterfall & Hydro Pump and it has a Max CP of 4,115.","Through Primal Reversion and with nature's full power, it will take back its true form. It can summon storms that cause the sea levels to rise.",True
382,383,groudon,3,Ground,,270,228,205,4115,173,3.51,950.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/383-00.png,"Groudon is a legendary Ground Pokémon. It is vulnerable to Grass, Ice and Water moves. Groudon's strongest moveset is Dragon Tail & Earthquake and it has a Max CP of 4,115.","Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.",True
383,384,rayquaza,3,Dragon,Flying,284,170,213,3835,180,7.01,206.5,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/384-00.png,"Rayquaza is a legendary Dragon & Flying Pokémon. It is vulnerable to Ice, Fairy, Dragon and Rock moves. Rayquaza's strongest moveset is Dragon Tail & Outrage and it has a Max CP of 3,835.",Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,True
384,385,jirachi,3,Steel,Psychic,210,210,225,3265,189,0.3,1.1,10000.0,0.0,20,https://images.gameinfo.io/pokemon/256/385-00.png,"Jirachi is an unobtainable mythical Steel & Psychic Pokémon. It is vulnerable to Fire, Dark, Ground and Ghost moves. Jirachi's strongest moveset is Confusion & Doom Desire and it has a Max CP of 3,265.","A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.",False
385,386,deoxys,3,Psychic,,345,115,137,3160,120,1.7,60.8,6.0,1.0,20,https://images.gameinfo.io/pokemon/256/386-11.png,"Deoxys (Normal) is a mythical Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Deoxys's strongest moveset is Zen Headbutt & Hyper Beam and it has a Max CP of 3,160.",The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to be its brain.,False
386,462,magnezone,4,Electric,Steel,238,205,172,3205,147,1.2,180.0,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/462-00.png,"Magnezone is an Electric & Steel Pokémon which evolves from Magneton. It is vulnerable to Ground, Fire and Fighting moves. Magnezone's strongest moveset is Spark & Wild Charge and it has a Max CP of 3,205.",There are still people who believe that this Pokémon came from outer space. It emanates a powerful magnetic field.,False
387,463,lickilicky,4,Normal,,161,181,242,2467,203,1.7,140.0,15.0,9.0,3,https://images.gameinfo.io/pokemon/256/463-00.png,"Lickilicky is a Normal Pokémon which evolves from Lickitung. It is vulnerable to Fighting moves. Lickilicky's strongest moveset is Lick & Hyper Beam and it has a Max CP of 2,467.",It uses its tongue much more skillfully than its hands or its feet. It can deftly pick up a single small bean with its tongue.,False
388,464,rhyperior,4,Ground,Rock,241,190,251,3733,210,2.4,282.8,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/464-00.png,"Rhyperior is a Ground & Rock Pokémon which evolves from Rhydon. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Rhyperior's strongest moveset is Mud-Slap & Rock Wrecker and it has a Max CP of 3,733.",It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,False
389,440,happiny,4,Normal,,25,77,225,371,189,0.6,24.4,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/440-00.png,Happiny is a Normal Pokémon. It is vulnerable to Fighting moves. Happiny's strongest moveset is Pound & Psychic and it has a Max CP of 371. Happiny evolves into Chansey.,"When it sees something round and white, Happiny puts it into the pouch on its stomach. It sometimes becomes overloaded and can't move.",False
390,465,tangrowth,4,Grass,,207,184,225,3030,189,2.0,128.6,15.0,10.0,3,https://images.gameinfo.io/pokemon/256/465-00.png,"Tangrowth is a Grass Pokémon which evolves from Tangela. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Tangrowth's strongest moveset is Vine Whip & Power Whip and it has a Max CP of 3,030.","Its vines grow so profusely that, in the warm season, you can't even see its eyes.",False
391,439,mime jr.,4,Psychic,Fairy,125,142,85,1095,79,0.6,13.0,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/439-00.png,"Mime Jr. is a Psychic & Fairy Pokémon. It is vulnerable to Poison, Ghost and Steel moves. Mime Jr.'s strongest moveset is Confusion & Psychic and it has a Max CP of 1,095. Mime Jr. evolves into Mr. Mime.","When this gifted mimic surprises an opponent, Mime Jr. feels so happy that it ends up forgetting it was imitating something.",False
392,466,electivire,4,Electric,,249,163,181,3079,154,1.8,138.6,15.0,10.0,5,https://images.gameinfo.io/pokemon/256/466-00.png,"Electivire is an Electric Pokémon which evolves from Electabuzz. It is vulnerable to Ground moves. Electivire's strongest moveset is Thunder Shock & Wild Charge and it has a Max CP of 3,079.",A single Electivire can provide enough electricity for all the buildings in a big city for a year.,False
393,467,magmortar,4,Fire,,247,172,181,3132,154,1.6,68.0,15.0,10.0,5,https://images.gameinfo.io/pokemon/256/467-00.png,"Magmortar is a Fire Pokémon which evolves from Magmar. It is vulnerable to Ground, Rock and Water moves. Magmortar's strongest moveset is Fire Spin & Fire Blast and it has a Max CP of 3,132.","Magmortar takes down its enemies by shooting fireballs, which burn them to a blackened crisp. It avoids this method when hunting prey.",False
394,470,leafeon,4,Grass,,216,219,163,2944,140,1.0,25.5,12.5,6.0,5,https://images.gameinfo.io/pokemon/256/470-00.png,"Leafeon is a Grass Pokémon which evolves from Eevee. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Leafeon's strongest moveset is Quick Attack & Solar Beam and it has a Max CP of 2,944.",It gets its nutrition from photosynthesis. It lives a quiet life deep in forests where clean rivers flow.,False
395,471,glaceon,4,Ice,,238,205,163,3126,140,0.8,25.9,12.5,6.0,5,https://images.gameinfo.io/pokemon/256/471-00.png,"Glaceon is an Ice Pokémon which evolves from Eevee. It is vulnerable to Fire, Fighting, Rock and Steel moves. Glaceon's strongest moveset is Frost Breath & Avalanche and it has a Max CP of 3,126.","It can instantaneously freeze any moisture that's around it, creating ice pellets to shoot at its prey.",False
396,474,porygon-z,4,Normal,,264,150,198,3266,168,0.9,34.0,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/474-00.png,"Porygon-Z is a Normal Pokémon which evolves from Porygon2. It is vulnerable to Fighting moves. Porygon-Z's strongest moveset is Lock-On & Hyper Beam and it has a Max CP of 3,266.","A faulty update was added to its programming. Its behavior is noticeably strange, so the experiment may have been a failure.",False
397,446,munchlax,4,Normal,,137,117,286,1892,237,0.6,105.0,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/446-00.png,"Munchlax is a Normal Pokémon. It is vulnerable to Fighting moves. Munchlax's strongest moveset is Tackle & Body Slam and it has a Max CP of 1,892. Munchlax evolves into Snorlax.","Anything that looks edible, Munchlax will go on and swallow whole. Its stomach is tough enough to handle it even if the food has gone rotten.",False
398,468,togekiss,4,Fairy,Flying,225,217,198,3332,168,1.5,38.0,1.0,5.0,3,https://images.gameinfo.io/pokemon/256/468-00.png,"Togekiss is a Fairy & Flying Pokémon which evolves from Togetic. It is vulnerable to Steel, Ice, Poison, Rock and Electric moves. Togekiss's strongest moveset is Charm & Dazzling Gleam and it has a Max CP of 3,332.",It shares many blessings with people who respect one another's rights and avoid needless strife.,False
399,438,bonsly,4,Rock,,124,133,137,1302,120,0.5,15.0,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/438-00.png,"Bonsly is a Rock Pokémon. It is vulnerable to Steel, Ground, Fighting, Water and Grass moves. Bonsly's strongest moveset is Rock Throw & Rock Slide and it has a Max CP of 1,302. Bonsly evolves into Sudowoodo.","If its body gets too damp, it will die. So, in a process reminiscent of sweating, its eyes expel moisture.",False
400,424,ambipom,4,Normal,,205,143,181,2418,154,1.2,20.3,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/424-00.png,"Ambipom is a Normal Pokémon which evolves from Aipom. It is vulnerable to Fighting moves. Ambipom's strongest moveset is Scratch & Hyper Beam and it has a Max CP of 2,418.","It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that's proof it really likes you.",False
401,469,yanmega,4,Bug,Flying,231,156,200,2946,169,1.9,51.5,17.5,5.0,3,https://images.gameinfo.io/pokemon/256/469-00.png,"Yanmega is a Bug & Flying Pokémon which evolves from Yanma. It is vulnerable to Rock, Fire, Flying, Ice and Electric moves. Yanmega's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 2,946.",This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,False
402,430,honchkrow,4,Dark,Flying,243,103,225,2711,189,0.9,27.3,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/430-00.png,"Honchkrow is a Dark & Flying Pokémon which evolves from Murkrow. It is vulnerable to Fairy, Ice, Electric and Rock moves. Honchkrow's strongest moveset is Snarl & Sky Attack and it has a Max CP of 2,711.",Its goons take care of most of the fighting for it. The only time it dirties its own hands is in delivering a final blow to finish off an opponent.,False
403,429,mismagius,4,Ghost,,211,187,155,2615,134,0.9,4.4,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/429-00.png,"Mismagius is a Ghost Pokémon which evolves from Misdreavus. It is vulnerable to Dark and Ghost moves. Mismagius's strongest moveset is Hex & Shadow Ball and it has a Max CP of 2,615.",Its muttered curses can cause awful headaches or terrifying visions that torment others.,False
404,472,gliscor,4,Ground,Flying,185,222,181,2692,154,2.0,42.5,12.5,9.0,5,https://images.gameinfo.io/pokemon/256/472-00.png,"Gliscor is a Ground & Flying Pokémon which evolves from Gligar. It is vulnerable to Ice and Water moves. Gliscor's strongest moveset is Wing Attack & Earthquake and it has a Max CP of 2,692.",Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.,False
405,461,weavile,4,Dark,Ice,243,171,172,3005,147,1.1,34.0,15.0,9.0,3,https://images.gameinfo.io/pokemon/256/461-00.png,"Weavile is a Dark & Ice Pokémon which evolves from Sneasel. It is vulnerable to Fighting, Fairy, Bug, Steel, Fire and Rock moves. Weavile's strongest moveset is Snarl & Avalanche and it has a Max CP of 3,005.","Thanks to its increased intelligence, scrapping over food is a thing of the past. A scratch from its claws will give you a case of frostbite!",False
406,473,mamoswine,4,Ice,Ground,247,146,242,3328,203,2.5,291.0,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/473-00.png,"Mamoswine is an Ice & Ground Pokémon which evolves from Piloswine. It is vulnerable to Fire, Fighting, Grass, Water and Steel moves. Mamoswine's strongest moveset is Mud-Slap & Avalanche and it has a Max CP of 3,328.",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,False
407,458,mantyke,4,Water,Flying,105,179,128,1248,113,1.0,65.0,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/458-00.png,"Mantyke is a Water & Flying Pokémon. It is vulnerable to Electric and Rock moves. Mantyke's strongest moveset is Bubble & Aerial Ace and it has a Max CP of 1,248. Mantyke evolves into Mantine.",Mantyke are friendly toward people and will approach boats closely. The patterns on their backs differ depending on their habitat.,False
408,475,gallade,4,Psychic,Fighting,237,195,169,3093,145,1.6,52.0,50.0,5.0,5,https://images.gameinfo.io/pokemon/256/475-00.png,"Gallade is a Psychic & Fighting Pokémon which evolves from Kirlia. It is vulnerable to Fairy, Flying and Ghost moves. Gallade's strongest moveset is Confusion & Psychic and it has a Max CP of 3,093.","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",False
409,476,probopass,4,Rock,Steel,135,275,155,2080,134,1.4,340.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/476-00.png,"Probopass is a Rock & Steel Pokémon which evolves from Nosepass. It is vulnerable to Ground, Fighting and Water moves. Probopass's strongest moveset is Rock Throw & Rock Slide and it has a Max CP of 2,080.",It uses three small units to catch prey and battle enemies. The main body mostly just gives orders.,False
410,406,budew,4,Grass,Poison,91,109,120,856,106,0.2,1.2,10.0,4.0,3,https://images.gameinfo.io/pokemon/256/406-00.png,"Budew is a Grass & Poison Pokémon. It is vulnerable to Fire, Flying, Ice and Psychic moves. Budew's strongest moveset is Razor Leaf & Grass Knot and it has a Max CP of 856. Budew evolves into Roselia.","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",False
411,407,roserade,4,Grass,Poison,243,185,155,2971,134,0.9,14.5,15.0,7.0,3,https://images.gameinfo.io/pokemon/256/407-00.png,"Roserade is a Grass & Poison Pokémon which evolves from Roselia. It is vulnerable to Fire, Flying, Ice and Psychic moves. Roserade's strongest moveset is Poison Jab & Solar Beam and it has a Max CP of 2,971.","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",False
412,477,dusknoir,4,Ghost,,180,254,128,2388,113,2.2,106.6,10.0,5.0,3,https://images.gameinfo.io/pokemon/256/477-00.png,"Dusknoir is a Ghost Pokémon which evolves from Dusclops. It is vulnerable to Dark and Ghost moves. Dusknoir's strongest moveset is Hex & Psychic and it has a Max CP of 2,388.",The antenna on its head captures radio waves from the world of spirits that command it to take people there.,False
413,433,chingling,4,Psychic,,114,94,128,1005,113,0.2,0.6,10.0,4.0,5,https://images.gameinfo.io/pokemon/256/433-00.png,"Chingling is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Chingling's strongest moveset is Zen Headbutt & Shadow Ball and it has a Max CP of 1,005. Chingling evolves into Chimecho.","There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.",False
414,478,froslass,4,Ice,Ghost,171,150,172,2040,147,1.3,26.6,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/478-00.png,"Froslass is an Ice & Ghost Pokémon which evolves from Snorunt. It is vulnerable to Fire, Dark, Rock, Ghost and Steel moves. Froslass's strongest moveset is Hex & Shadow Ball and it has a Max CP of 2,040.","It's said that on nights of terrible blizzards, it comes down to human settlements. If you hear it knocking at your door, do not open it!",False
